,name,company,year,Price,kms_driven,fuel_type
4365,Maruti Suzuki Swift,Maruti,2019,610000,73,Petrol
4366,Mahindra Scorpio VLX,Mahindra,2004,230000,160000,Diesel
4367,Honda Accord,Honda,2009,175000,58559,Petrol
4368,Mahindra Scorpio S4,Mahindra,2015,855000,30000,Diesel
4369,Chevrolet Tavera Neo,Chevrolet,2013,375000,55000,Diesel
4370,Ford EcoSport Titanium,Ford,2014,520000,57000,Diesel
4371,Maruti Suzuki Ertiga,Maruti,2015,524999,50000,Diesel
4372,Honda Amaze,Honda,2014,299999,37000,Petrol
4373,Maruti Suzuki Dzire,Maruti,2012,299999,40000,Petrol
4374,Honda City,Honda,2011,284999,55000,Petrol
4375,Mahindra Scorpio 2.6,Mahindra,2007,220000,170000,Diesel
4376,Maruti Suzuki Dzire,Maruti,2014,424999,55000,Diesel
4377,Honda City,Honda,2015,644999,39000,Petrol
4378,Honda Mobilio,Honda,2014,399999,44000,Petrol
4379,Toyota Corolla Altis,Toyota,2009,199999,65000,Petrol
4380,Honda City,Honda,2014,584999,39000,Petrol
4381,Skoda Laura,Skoda,2012,349999,44000,Diesel
4382,Renault Duster,Renault,2015,449999,49000,Diesel
4383,Maruti Suzuki Ertiga,Maruti,2018,799999,9000,Diesel
4384,Maruti Suzuki Dzire,Maruti,2015,444999,45000,Diesel
4385,Mahindra XUV500,Mahindra,2014,649999,47000,Diesel
4386,Hyundai Verna Fluidic,Hyundai,2012,444999,40000,Diesel
4387,Maruti Suzuki Vitara,Maruti,2016,689999,29000,Diesel
4388,Maruti Suzuki Wagon,Maruti,2016,344999,15000,Petrol
4389,Mahindra Scorpio,Mahindra,2015,944999,45000,Diesel
4390,Honda Amaze,Honda,2014,274999,35000,Petrol
4391,Mahindra XUV500,Mahindra,2013,689999,80000,Diesel
4392,Mahindra Scorpio,Mahindra,2013,574999,68000,Diesel
4393,Skoda Laura,Skoda,2013,374999,50000,Diesel
4394,Volkswagen Polo,Volkswagen,2010,199999,60000,Diesel
4395,Hyundai Elite i20,Hyundai,2016,549999,9000,Petrol
4396,Tata Manza Aura,Tata,2012,130000,72000,Diesel
4397,Chevrolet Sail UVA,Chevrolet,2013,210000,60000,Petrol
4398,Renault Duster 110,Renault,2012,501000,38000,Diesel
4399,Hyundai Verna Fluidic,Hyundai,2013,401000,45000,Diesel
4400,Audi A4 2.0,Audi,2012,1350000,40000,Diesel
4401,Hyundai Elantra SX,Hyundai,2013,600000,20000,Petrol
4402,Mahindra Scorpio VLX,Mahindra,2013,610000,35000,Diesel
4403,Mahindra KUV100 K8,Mahindra,2016,400000,20000,Diesel
4404,Renault Scala RxL,Renault,2015,375000,25000,Diesel
4405,Mahindra Quanto C8,Mahindra,2013,375000,20000,Diesel
4406,Hyundai Grand i10,Hyundai,2014,365000,20000,Petrol
4407,Hyundai i20 Active,Hyundai,2015,500000,18000,Petrol
4408,Mahindra Xylo E4,Mahindra,2012,400000,35000,Diesel
4409,Hyundai Grand i10,Hyundai,2017,524999,6821,Petrol
4410,Hyundai i20,Hyundai,2014,449999,23000,Petrol
4411,Hyundai Eon,Hyundai,2014,174999,14000,Petrol
4412,Hyundai i10,Hyundai,2012,244999,38000,Petrol
4413,Hyundai i20 Active,Hyundai,2015,574999,35000,Diesel
4414,Datsun Redi GO,Datsun,2017,244999,22000,Petrol
4415,Toyota Etios Liva,Toyota,2011,239999,41000,Petrol
4416,Hyundai Accent,Hyundai,2010,99999,45000,Petrol
4417,Hyundai Verna,Hyundai,2014,489999,44000,Diesel
4418,Maruti Suzuki Swift,Maruti,2013,324999,45000,Diesel
4419,Toyota Fortuner,Toyota,2011,1074999,52000,Diesel
4420,Hyundai i10 Sportz,Hyundai,2012,230000,34000,Petrol
4421,Mahindra Bolero Power,Mahindra,2018,699000,1800,Diesel
4422,Mahindra XUV500,Mahindra,2015,1000000,15000,Diesel
4423,Honda City 1.5,Honda,2010,240000,400000,Petrol
4424,Chevrolet Spark LT,Chevrolet,2009,110000,44000,Petrol
4425,Mahindra Jeep MM,Mahindra,2019,390000,60,Diesel
4426,Renault Duster 110PS,Renault,2012,501000,35000,Diesel
4427,Mahindra XUV500,Mahindra,2016,1130000,72000,Diesel
4428,Tata Indigo eCS,Tata,2014,250000,40000,Diesel
4429,Mahindra Bolero SLE,Mahindra,2013,330000,80200,Diesel
4430,Force Motors Force,Force,2015,580000,3200,Diesel
4431,Skoda Rapid Elegance,Skoda,2013,340000,48000,Diesel
4432,Tata Vista Quadrajet,Tata,2011,120000,90000,Diesel
4433,Maruti Suzuki Alto,Maruti,2015,265000,12000,Petrol
4434,Maruti Suzuki SX4,Maruti,2012,265000,46000,Diesel
4435,Maruti Suzuki Zen,Maruti,2003,85000,69900,Petrol
4436,Mahindra Jeep CL550,Mahindra,2019,379000,0,Diesel
4437,Hyundai i10 Magna,Hyundai,2011,175000,45000,Petrol
4438,Maruti Suzuki Alto,Maruti,2015,219000,5000,Petrol
4439,Maruti Suzuki Swift,Maruti,2016,350000,166000,Diesel
4440,Honda City ZX,Honda,2008,149000,42000,Petrol
4441,Mahindra Jeep CL550,Mahindra,2018,385000,588,Diesel
4442,Mahindra Jeep MM,Mahindra,2006,425000,122,Diesel
4443,Chevrolet Beat Diesel,Chevrolet,2017,150000,62000,Diesel
4444,Honda City 1.5,Honda,2010,225000,70000,Petrol
4445,Hyundai Verna 1.4,Hyundai,2014,375000,36000,Petrol
4446,Toyota Innova 2.5,Toyota,2012,770000,0,Diesel
4447,Maruti Suzuki Maruti,Maruti,1995,30000,55000,Petrol
4448,Toyota Etios,Toyota,2011,275000,36000,Diesel
4449,Volkswagen Polo,Volkswagen,2015,330000,38000,Diesel
4450,Maruti Suzuki Swift,Maruti,2014,335000,55000,Diesel
4451,Hyundai Elite i20,Hyundai,2015,450000,20000,Diesel
4452,Maruti Suzuki Swift,Maruti,2012,225000,40000,Petrol
4453,Maruti Suzuki Versa,Maruti,2004,80000,50000,Petrol
4454,Tata Indigo LX,Tata,2016,130000,104000,Diesel
4455,Volkswagen Vento Konekt,Volkswagen,2011,245000,65000,Diesel
4456,Mercedes Benz C,Mercedes,2002,399000,41000,Petrol
4457,Maruti Suzuki Ertiga,Maruti,2013,450000,90000,Diesel
4458,Honda City,Honda,2000,65000,80000,Petrol
4459,Hyundai Santro Xing,Hyundai,2006,75000,46000,Petrol
4460,Maruti Suzuki Omni,Maruti,2001,70000,70000,Petrol
4461,Hyundai Sonata Transform,Hyundai,2017,190000,36469,Diesel
4462,Hyundai Elite i20,Hyundai,2018,600000,7800,Petrol
4463,Volkswagen Vento Konekt,Volkswagen,2011,245000,65000,Diesel
4464,Maruti Suzuki Alto,Maruti,2017,240000,60000,Petrol
4465,Maruti Suzuki Alto,Maruti,2011,155000,32000,Petrol
4466,Honda Jazz S,Honda,2009,169999,24695,Petrol
4467,Hyundai Grand i10,Hyundai,2017,450000,15141,Petrol
4468,Maruti Suzuki Zen,Maruti,2001,40000,40000,Petrol
4469,Mahindra Scorpio W,Mahindra,2012,165000,65000,Diesel
4470,Maruti Suzuki Alto,Maruti,2014,270000,22000,Petrol
4471,Hyundai Grand i10,Hyundai,2016,280000,59910,Diesel
4472,Mahindra XUV500 W8,Mahindra,2012,560000,100000,Diesel
4473,Hyundai Creta 1.6,Hyundai,2016,950000,25000,Petrol
4474,Hyundai i20 Magna,Hyundai,2013,310000,35000,Petrol
4475,Renault Duster 85,Renault,2015,715000,65000,Diesel
4476,Hyundai Grand i10,Hyundai,2014,340000,35000,Petrol
4477,Honda Brio V,Honda,2012,235000,33000,Petrol
4478,Mahindra TUV300 T4,Mahindra,2017,610000,68000,Diesel
4479,Chevrolet Spark LS,Chevrolet,2010,95000,23000,Petrol
4480,Mahindra TUV300 T8,Mahindra,2018,1000000,4500,Diesel
4481,Maruti Suzuki Swift,Maruti,2015,220000,129000,Diesel
4482,Nissan X Trail,Nissan,2019,1200000,300,Diesel
4483,Maruti Suzuki Alto,Maruti,2015,230000,5000,Petrol
4484,Ford Ikon 1.3,Ford,2001,45000,65000,Petrol
4485,Toyota Fortuner 3.0,Toyota,2010,940000,131000,Diesel
4486,Tata Manza ELAN,Tata,2010,155555,111111,Petrol
4487,Mercedes Benz A,Mercedes,2013,1500000,14000,Petrol
4488,Chevrolet Beat LS,Chevrolet,2016,210000,22000,Diesel
4489,Ford EcoSport Trend,Ford,2013,495000,38000,Diesel
4490,Tata Indigo LS,Tata,2016,125000,70000,Diesel
4491,Hyundai i20 Magna,Hyundai,2010,195000,36000,Petrol
4492,Volkswagen Vento Highline,Volkswagen,2015,550000,34000,Diesel
4493,Renault Kwid RXT,Renault,2015,270000,43000,Petrol
4494,Ford EcoSport Titanium,Ford,2014,500000,40000,Diesel
4495,Honda Amaze 1.5,Honda,2016,240000,160000,Diesel
4496,Hyundai Verna 1.6,Hyundai,2017,800000,12000,Petrol
4497,BMW 5 Series,BMW,2011,1299000,49000,Diesel
4498,Skoda Superb 1.8,Skoda,2011,530000,68000,Petrol
4499,Audi Q3 2.0,Audi,2013,1499000,37000,Diesel
4500,Mahindra Bolero DI,Mahindra,2012,220000,59466,Diesel
4501,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
4502,Ford Figo Duratorq,Ford,2012,250000,99000,Diesel
4503,Maruti Suzuki Wagon,Maruti,2018,395000,25500,Petrol
4504,Mahindra Logan Diesel,Mahindra,2009,130000,66000,Petrol
4505,Tata Nano GenX,Tata,2010,32000,44005,Petrol
4506,Mahindra TUV300 T4,Mahindra,2016,540000,35000,Diesel
4507,Mahindra TUV300 T4,Mahindra,2016,540000,35000,Diesel
4508,Hyundai Elite i20,Hyundai,2015,405000,28000,Petrol
4509,Hyundai Elite i20,Hyundai,2015,400000,30000,Petrol
4510,Honda City SV,Honda,2017,760000,4000,Petrol
4511,Maruti Suzuki Baleno,Maruti,2016,500000,28000,Petrol
4512,Ford Figo Petrol,Ford,2011,175000,75000,Petrol
4513,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
4514,Honda City,Honda,2017,750000,3000,Petrol
4515,Hyundai Elite i20,Hyundai,2015,419000,20000,Petrol
4516,Maruti Suzuki Versa,Maruti,2004,90000,50000,Petrol
4517,Hyundai Eon Era,Hyundai,2018,140000,2110,Petrol
4518,Mitsubishi Pajero Sport,Mitsubishi,2015,1540000,43222,Petrol
4519,Hyundai i10 Magna,Hyundai,2008,275000,100200,Petrol
4520,Toyota Corolla H2,Toyota,2003,150000,100000,Petrol
4521,Maruti Suzuki Swift,Maruti,2011,230000,65,Petrol
4522,Tata Indigo CS,Tata,2015,123000,100000,Diesel
4523,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
4524,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
4525,Hyundai Xcent Base,Hyundai,2016,300000,140000,Diesel
4526,Honda City,Honda,2015,499999,55000,Petrol
4527,Hyundai Accent Executive,Hyundai,2009,165000,48000,Petrol
4528,Maruti Suzuki Baleno,Maruti,2016,498000,22000,Petrol
4529,Tata Zest XE,Tata,2018,480000,103553,Diesel
4530,Maruti Suzuki Dzire,Maruti,2017,488000,80000,Diesel
4531,Tata Sumo Gold,Tata,2014,250000,99000,Diesel
4532,Toyota Corolla Altis,Toyota,2010,220000,58000,Petrol
4533,Maruti Suzuki Eeco,Maruti,2013,290000,70000,LPG
4534,Toyota Fortuner 3.0,Toyota,2015,1525000,120000,Diesel
4535,Mahindra XUV500 W6,Mahindra,2013,548900,49800,Diesel
4536,Tata Tigor Revotron,Tata,2019,650000,100,Diesel
4537,Maruti Suzuki 800,Maruti,2001,55000,81876,Petrol
4538,Maruti Suzuki Ertiga,Maruti,2015,550000,75000,Petrol
4539,Maruti Suzuki Versa,Maruti,2004,90000,50000,Petrol
4540,Honda Mobilio S,Honda,2014,399000,44000,Diesel
4541,Maruti Suzuki Ertiga,Maruti,2016,730000,55000,Diesel
4542,Maruti Suzuki Vitara,Maruti,2017,725000,36000,Diesel
4543,Hyundai Verna 1.6,Hyundai,2016,195000,56000,Diesel
4544,Maruti Suzuki Swift,Maruti,2007,130000,62000,Petrol
4545,Toyota Fortuner 3.0,Toyota,2015,1525000,120000,Diesel
4546,Maruti Suzuki Omni,Maruti,2014,190000,6020,Petrol
4547,Honda Amaze,Honda,2013,250000,55700,Diesel
4548,Tata Indica,Tata,2005,80000,42000,Petrol
4549,Hyundai Santro Xing,Hyundai,2003,120000,50000,Petrol
4550,Maruti Suzuki Zen,Maruti,2010,149000,35000,Petrol
4551,Maruti Suzuki Wagon,Maruti,2014,250000,18500,Petrol
4552,Maruti Suzuki Wagon,Maruti,2007,120000,7000,Petrol
4553,Honda Brio VX,Honda,2017,450000,11000,Petrol
4554,Maruti Suzuki Zen,Maruti,2003,99999,53000,Petrol
4555,Maruti Suzuki Zen,Maruti,2008,135000,23000,Petrol
4556,Maruti Suzuki Wagon,Maruti,2016,225000,35500,Diesel
4557,Maruti Suzuki Alto,Maruti,2010,99000,22134,Petrol
4558,Renault Kwid RXT,Renault,2019,370000,1000,Petrol
4559,Tata Nano Lx,Tata,2010,52000,9000,Petrol
4560,Jaguar XE XE,Jaguar,2016,2800000,8500,Petrol
4561,Hyundai Eon Magna,Hyundai,2014,190000,35000,Petrol
4562,Honda City 1.5,Honda,2014,499000,22000,Petrol
4563,Hindustan Motors Ambassador,Hindustan,2002,90000,25000,Diesel
4564,Maruti Suzuki Ritz,Maruti,2010,149000,40000,Petrol
4565,Hyundai Grand i10,Hyundai,2017,400000,20000,Petrol
4566,Hyundai Eon D,Hyundai,2016,120000,87000,Petrol
4567,Maruti Suzuki Swift,Maruti,2015,250000,55000,Petrol
4568,Maruti Suzuki Wagon,Maruti,2017,375000,23000,Petrol
4569,Honda Amaze 1.2,Honda,2014,381000,6000,Petrol
4570,Maruti Suzuki Estilo,Maruti,2013,180000,65000,Petrol
4571,Maruti Suzuki Vitara,Maruti,2016,580000,25000,Diesel
4572,Maruti Suzuki Eeco,Maruti,2015,278000,39000,Petrol
4573,Hyundai Creta 1.6,Hyundai,2016,1000000,8000,Petrol
4574,Mahindra Scorpio Vlx,Mahindra,2013,690000,75000,Diesel
4575,Maruti Suzuki Ertiga,Maruti,2012,480000,51000,Diesel
4576,Mitsubishi Lancer 1.8,Mitsubishi,2006,85000,50000,Petrol
4577,Maruti Suzuki Maruti,Maruti,2001,40000,75000,Petrol
4578,Maruti Suzuki Alto,Maruti,2015,90000,55800,Petrol
4579,Hyundai Grand i10,Hyundai,2015,340000,53000,Petrol
4580,Hyundai Eon D,Hyundai,2018,260000,25000,Petrol
4581,Ford Fiesta SXi,Ford,2009,250000,56400,Petrol
4582,Maruti Suzuki Ritz,Maruti,2010,180000,72160,Diesel
4583,Hyundai Verna Fluidic,Hyundai,2012,350000,10000,Diesel
4584,Maruti Suzuki Wagon,Maruti,2006,90001,48000,Petrol
4585,Maruti Suzuki Estilo,Maruti,2007,115000,36000,Petrol
4586,Audi A6 2.0,Audi,2012,1599000,11500,Diesel
4587,Maruti Suzuki Wagon,Maruti,2003,130000,133000,Petrol
4588,Maruti Suzuki Wagon,Maruti,2009,159000,27000,Petrol
4589,Maruti Suzuki Wagon,Maruti,2009,160000,35000,Petrol
4590,Maruti Suzuki Alto,Maruti,2010,110000,55000,Petrol
4591,Maruti Suzuki Baleno,Maruti,2016,425000,40000,Petrol
4592,Hyundai Verna 1.6,Hyundai,2019,900000,2000,Petrol
4593,Maruti Suzuki Swift,Maruti,2009,150000,45000,Petrol
4594,Hyundai Getz Prime,Hyundai,2009,110000,20000,Petrol
4595,Hyundai Santro,Hyundai,2000,51999,88000,Petrol
4596,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
4597,Chevrolet Beat PS,Chevrolet,2012,215000,65422,Diesel
4598,Ford EcoSport Trend,Ford,2017,580000,10000,Petrol
4599,Maruti Suzuki Dzire,Maruti,2013,380000,35000,Petrol
4600,Hyundai Fluidic Verna,Hyundai,2013,350000,117000,Diesel
4601,Tata Indica V2,Tata,2005,35000,150000,Diesel
4602,BMW X1 xDrive20d,BMW,2011,1150000,72000,Diesel
4603,Hyundai i20 Asta,Hyundai,2010,300000,10750,Petrol
4604,Honda City 1.5,Honda,2009,269000,55000,Petrol
4605,Tata Nano,Tata,2013,60000,6800,Petrol
4606,Chevrolet Cruze LTZ,Chevrolet,2014,400000,41000,Diesel
4607,Hyundai Verna Fluidic,Hyundai,2015,430000,73000,Diesel
4608,Maruti Suzuki Swift,Maruti,2011,140000,65000,Diesel
4609,Mahindra XUV500 W10,Mahindra,2018,1299000,40000,Diesel
4610,Maruti Suzuki Alto,Maruti,2014,199000,37000,Petrol
4611,Hyundai Accent GLE,Hyundai,2006,90000,55000,Petrol
4612,Force Motors One,Force,2013,550000,140000,Diesel
4613,Maruti Suzuki Alto,Maruti,2019,265000,9800,Petrol
4614,Chevrolet Spark 1.0,Chevrolet,2011,100000,27000,Petrol
4615,Hyundai i10,Hyundai,2009,215000,27000,Petrol
4616,Toyota Etios Liva,Toyota,2012,380000,20000,Diesel
4617,Renault Duster 85PS,Renault,2013,401919,57923,Diesel
4618,Chevrolet Enjoy,Chevrolet,2014,490000,30201,Diesel
4619,Maruti Suzuki Alto,Maruti,2017,280000,6200,Petrol
4620,BMW 5 Series,BMW,2009,650000,37518,Petrol
4621,Toyota Etios Liva,Toyota,2014,160000,24652,Petrol
4622,Mahindra Jeep MM,Mahindra,2004,424000,383,Diesel
4623,Chevrolet Beat LS,Chevrolet,2016,225000,95000,Diesel
4624,Chevrolet Cruze LTZ,Chevrolet,2011,350000,35000,Diesel
4625,Jeep Wrangler Unlimited,Jeep,2015,950000,3528,Diesel
4626,Maruti Suzuki Ertiga,Maruti,2013,485000,52500,Diesel
4627,Hyundai Verna VGT,Hyundai,2010,205000,47900,Diesel
4628,Maruti Suzuki Omni,Maruti,2012,160000,14000,Petrol
4629,Maruti Suzuki Celerio,Maruti,2018,310000,37000,Petrol
4630,Tata Zest Quadrajet,Tata,2017,180000,90000,Diesel
4631,Mahindra XUV500 W6,Mahindra,2013,549900,52800,Diesel
4632,Tata Indigo CS,Tata,2016,150000,104000,Diesel
4633,Hyundai i10 Era,Hyundai,2011,175000,30000,Petrol
4634,Tata Indigo eCS,Tata,2014,95000,195000,Diesel
4635,Tata Indigo LX,Tata,2016,230000,104000,Diesel
4636,Tata Indigo eCS,Tata,2016,230000,104000,Diesel
4637,Tata Indigo Marina,Tata,2004,180000,70000,Diesel
4638,Hyundai Xcent SX,Hyundai,2015,400000,43000,Diesel
4639,Hyundai Eon Magna,Hyundai,2013,185000,23000,Petrol
4640,Renault Duster 85,Renault,2015,385000,51000,Diesel
4641,Maruti Suzuki Alto,Maruti,2009,90000,62000,Petrol
4642,Tata Nano LX,Tata,2010,32000,48008,Petrol
4643,Renault Duster 110,Renault,2013,435000,39000,Diesel
4644,Maruti Suzuki Wagon,Maruti,2010,225000,40000,Petrol
4645,Maruti Suzuki Swift,Maruti,2006,189700,48247,Petrol
4646,Maruti Suzuki Ertiga,Maruti,2012,389700,39000,Diesel
4647,Maruti Suzuki Swift,Maruti,2014,365000,23000,Petrol
4648,Maruti Suzuki Alto,Maruti,2017,360000,9400,Petrol
4649,Hyundai i20 Magna,Hyundai,2010,210000,50000,Petrol
4650,Hyundai i10 Magna,Hyundai,2009,170000,75000,Petrol
4651,Tata Zest XE,Tata,2017,380000,70000,Diesel
4652,Mahindra Xylo E8,Mahindra,2009,295000,64000,Diesel
4653,Toyota Corolla Altis,Toyota,2010,185000,55000,Petrol
4654,Tata Manza Aqua,Tata,2014,160000,200000,Diesel
4655,Renault Kwid 1.0,Renault,2018,290000,2137,Petrol
4656,Tata Venture EX,Tata,2013,100000,30000,Diesel
4657,Maruti Suzuki Swift,Maruti,2014,315000,44000,Petrol
4658,Skoda Octavia Classic,Skoda,2006,114990,65000,Diesel
4659,Maruti Suzuki Omni,Maruti,2012,120000,160000,LPG
4660,Chevrolet Beat Diesel,Chevrolet,2011,125000,56000,Diesel
4661,Tata Sumo Gold,Tata,2012,210000,75000,Diesel
4662,Hyundai Verna 1.6,Hyundai,2018,855000,42000,Diesel
4663,Tata Sumo Gold,Tata,2012,210000,75000,Diesel
4664,Mahindra Scorpio 2.6,Mahindra,2007,260000,56000,Diesel
4665,Maruti Suzuki Zen,Maruti,2002,95000,10544,Petrol
4666,Maruti Suzuki Swift,Maruti,2011,255000,64000,Petrol
4667,Mahindra Scorpio SLX,Mahindra,2008,300000,70000,Diesel
4668,Hyundai Grand i10,Hyundai,2014,340000,25000,Petrol
4669,Hyundai Elite i20,Hyundai,2017,550000,15000,Petrol
4670,Ford Ikon 1.6,Ford,2003,60000,50000,Petrol
4671,Toyota Innova 2.5,Toyota,2011,750000,147000,Diesel
4672,Nissan Sunny XL,Nissan,2011,230000,52000,Petrol
4673,Chevrolet Beat LT,Chevrolet,2012,130000,90001,Diesel
4674,Maruti Suzuki Alto,Maruti,2017,270000,21000,Petrol
4675,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
4676,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
4677,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
4678,Toyota Innova 2.0,Toyota,2012,600000,80000,Diesel
4679,Maruti Suzuki Swift,Maruti,2010,190000,74000,Diesel
4680,Hyundai Elite i20,Hyundai,2015,500000,22000,Petrol
4681,Mahindra XUV500 W10,Mahindra,2016,1065000,41000,Diesel
4682,Volkswagen Polo Trendline,Volkswagen,2015,350000,25000,Diesel
4683,Toyota Etios Liva,Toyota,2012,350000,85000,Diesel
4684,Mahindra TUV300 T4,Mahindra,2016,540000,29500,Diesel
4685,Hyundai Elite i20,Hyundai,2015,470000,30000,Petrol
4686,Hyundai Santro Xing,Hyundai,2014,179000,57000,Petrol
4687,Maruti Suzuki Zen,Maruti,2003,48000,60000,Petrol
4688,Maruti Suzuki Ciaz,Maruti,2016,650000,50000,Petrol
4689,Hyundai Eon Era,Hyundai,2013,190000,39700,Petrol
4690,Hyundai Elantra 1.8,Hyundai,2012,500000,65000,Petrol
4691,Maruti Suzuki Swift,Maruti,2010,270000,67000,Diesel
4692,Maruti Suzuki Zen,Maruti,2008,125000,46000,Petrol
4693,Hyundai Eon Era,Hyundai,2012,188000,38000,Petrol
4694,Hyundai Grand i10,Hyundai,2016,380000,27000,Petrol
4695,Hyundai Verna Fluidic,Hyundai,2011,365000,43000,Diesel
4696,Ford EcoSport Trend,Ford,2014,465000,47000,Petrol
4697,Hyundai i20 Magna,Hyundai,2011,240000,42000,Petrol
4698,Chevrolet Beat Diesel,Chevrolet,2016,179999,19336,Diesel
4699,Tata Indica eV2,Tata,2015,140000,60105,Diesel
4700,Jaguar XF 2.2,Jaguar,2013,2190000,29000,Diesel
4701,Audi Q5 2.0,Audi,2014,2390000,34000,Diesel
4702,BMW 3 Series,BMW,2011,1075000,35000,Diesel
4703,Maruti Suzuki Swift,Maruti,2015,475000,22000,Petrol
4704,BMW X1 sDrive20d,BMW,2012,1025000,41000,Diesel
4705,Maruti Suzuki S,Maruti,2016,615000,21000,Diesel
4706,Maruti Suzuki Ertiga,Maruti,2013,475000,48000,Diesel
4707,Maruti Suzuki Alto,Maruti,2016,270000,38000,Petrol
4708,Honda City SV,Honda,2014,475000,34000,Diesel
4709,Volkswagen Vento Comfortline,Volkswagen,2011,240000,45933,Petrol
4710,Honda City 1.5,Honda,2005,120000,68000,Petrol
4711,Audi A4 2.0,Audi,2016,1900000,44000,Diesel
4712,Mahindra KUV100,Mahindra,2017,360000,35000,Diesel
4713,Tata Zest XE,Tata,2018,450000,102563,Diesel
4714,Mahindra XUV500 W8,Mahindra,2015,900000,28600,Diesel
4715,Maruti Suzuki Swift,Maruti,2017,650000,41800,Diesel
4716,Tata Sumo Gold,Tata,2014,275000,116000,Diesel
4717,Maruti Suzuki Swift,Maruti,2009,210000,59000,Petrol
4718,Mahindra Scorpio 2.6,Mahindra,2004,175000,58000,Diesel
4719,Maruti Suzuki Omni,Maruti,2009,85000,45000,Petrol
4720,Mitsubishi Pajero Sport,Mitsubishi,2015,1490000,42590,Diesel
4721,Renault Duster,Renault,2014,800000,7400,Diesel
4722,Volkswagen Jetta Comfortline,Volkswagen,2009,450000,54500,Diesel
4723,Maruti Suzuki Ertiga,Maruti,2012,1000000,200000,Diesel
4724,Audi A4 2.0,Audi,2013,1510000,27000,Diesel
4725,Volvo S80 Summum,Volvo,2015,1850000,42000,Diesel
4726,Toyota Corolla Altis,Toyota,2014,790000,29000,Petrol
4727,Mitsubishi Pajero Sport,Mitsubishi,2015,1725000,37000,Diesel
4728,Chevrolet Beat LT,Chevrolet,2012,135000,36000,Petrol
4729,BMW X1,BMW,2011,1000000,34000,Diesel
4730,Datsun Redi GO,Datsun,2018,299999,7000,Petrol
4731,Mercedes Benz C,Mercedes,2009,1225000,76000,Diesel
4732,Mahindra Scorpio SLX,Mahindra,2004,175000,60000,Diesel
4733,Volkswagen Vento Comfortline,Volkswagen,2011,200000,95000,Diesel
4734,Tata Indigo CS,Tata,2017,270000,50000,Diesel
4735,Ford Figo Petrol,Ford,2019,525000,0,Petrol
4736,Honda City ZX,Honda,2006,180000,50000,Petrol
4737,Maruti Suzuki Wagon,Maruti,2008,140000,68000,Petrol
4738,Ford EcoSport Trend,Ford,2014,400000,16000,Petrol
4739,Maruti Suzuki Swift,Maruti,2016,499000,51000,Diesel
4740,Maruti Suzuki Omni,Maruti,2009,85000,56000,Petrol
4741,Maruti Suzuki Zen,Maruti,2004,70000,100000,Petrol
4742,Renault Duster RxL,Renault,2015,550000,36000,Petrol
4743,Maruti Suzuki Swift,Maruti,2014,370000,11523,Petrol
4744,Maruti Suzuki Baleno,Maruti,2018,690000,1000,Petrol
4745,Honda WR V,Honda,2009,250000,60000,Petrol
4746,Tata Indigo CS,Tata,2016,110000,85000,Diesel
4747,Renault Duster 110,Renault,2013,490000,38600,Diesel
4748,Mahindra Scorpio LX,Mahindra,2009,320000,95500,Diesel
4749,Maruti Suzuki Zen,Maruti,2004,68000,56000,Petrol
4750,Maruti Suzuki Wagon,Maruti,2014,130000,37458,Petrol
4751,Maruti Suzuki SX4,Maruti,2016,970000,85960,Diesel
4752,Audi A3 Cabriolet,Audi,2015,3100000,12516,Petrol
4753,Hyundai Eon D,Hyundai,2018,280000,35000,Petrol
4754,Maruti Suzuki Zen,Maruti,2009,125000,0,Petrol
4755,Mahindra Scorpio SLX,Mahindra,2008,285000,80000,Diesel
4756,Hyundai Santro AE,Hyundai,2011,165000,45000,Petrol
4757,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
4758,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel
4759,Mahindra Xylo D2,Mahindra,2011,390000,48000,Diesel
4760,Hyundai Santro,Hyundai,2003,60000,51000,Petrol
4761,Chevrolet Beat LT,Chevrolet,2015,215000,90000,Diesel
4762,Maruti Suzuki Swift,Maruti,2015,475000,43000,Diesel
4763,Mahindra XUV500 W8,Mahindra,2015,899000,53000,Diesel
4764,Toyota Fortuner 3.0,Toyota,2013,1499000,97000,Diesel
4765,Maruti Suzuki Alto,Maruti,2013,240000,20000,Petrol
4766,Hyundai Getz GLE,Hyundai,2007,99000,55000,Petrol
4767,Maruti Suzuki Swift,Maruti,2014,260000,120000,Diesel
